File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
d570eccc-3c1c-4c4f-ae04-96be71fbe016	TCGA-AN-A0FL-01Z-00-DX1.20A041C6-A306-4599-A7D1-65032A252AA9.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AN-A0FL	TCGA-AN-A0FL-01Z	Primary Tumor
7b8b69cd-5e94-46f6-9732-39ea204d680b	TCGA-E2-A14S-01Z-00-DX1.5C332E99-7296-473A-9917-7EFC38A8251D.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-E2-A14S	TCGA-E2-A14S-01Z	Primary Tumor
e47bd352-9d96-4abd-b673-9d30038d218a	TCGA-B6-A0RI-01Z-00-DX1.E39951A4-AC6A-4B07-851B-F35CB86D79AA.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-B6-A0RI	TCGA-B6-A0RI-01Z	Primary Tumor
41283902-1b1a-44d7-bc0c-a45b2ccd071c	TCGA-B6-A0RH-01Z-00-DX1.33DB5CF9-AC87-435B-A8AF-C4F84BEF15F1.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-B6-A0RH	TCGA-B6-A0RH-01Z	Primary Tumor
93b26333-5723-4fa4-a4de-6124c04ab243	TCGA-3C-AALK-01Z-00-DX1.4E6EB156-BB19-410F-878F-FC0EA7BD0B53.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-3C-AALK	TCGA-3C-AALK-01Z	Primary Tumor
1b4fc678-eb7a-46e8-aa8e-c0a6c8fc6c84	TCGA-AR-A0TX-01Z-00-DX1.5BEA4E65-8CEC-49B2-9F29-DBE53E8ED46E.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AR-A0TX	TCGA-AR-A0TX-01Z	Primary Tumor
ac8c09f2-2fd6-43e2-8233-00dcf54dcb0b	TCGA-GM-A2DA-01Z-00-DX1.6E409F88-F654-48C8-A753-BB054037BE16.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-GM-A2DA	TCGA-GM-A2DA-01Z	Primary Tumor
9fa07838-a335-4540-af62-6c9cbabc2327	TCGA-BH-A1FC-01Z-00-DX1.B816A21B-1559-42F5-902A-A1532E59C015.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-BH-A1FC	TCGA-BH-A1FC-01Z	Primary Tumor
728d9e14-05c2-479e-8760-bf692653c8d1	TCGA-EW-A3E8-01Z-00-DX1.E185B2E4-3E16-4C66-90D7-FDB9A14BA00D.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-EW-A3E8	TCGA-EW-A3E8-01Z	Primary Tumor
976e041a-1344-44ac-8605-4b15168892fe	TCGA-D8-A1JI-01Z-00-DX2.E688E270-26C9-43EC-BC26-86BF8B74A31D.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-D8-A1JI	TCGA-D8-A1JI-01Z	Primary Tumor
20d99899-654b-40a6-bf98-66867bab88dc	TCGA-D8-A1JI-01Z-00-DX1.9BDB647F-EEAB-4235-BE44-A3815A48CCE0.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-D8-A1JI	TCGA-D8-A1JI-01Z	Primary Tumor
2bcd4629-f31a-4bee-a7ff-aa9663b0c2c5	TCGA-AO-A0JJ-01Z-00-DX1.D5B636F5-1B47-4033-9938-9DC8CD48CEE9.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AO-A0JJ	TCGA-AO-A0JJ-01Z	Primary Tumor
b611c07a-9a2c-4fef-b463-08e5716a8cdb	TCGA-D8-A1XJ-01Z-00-DX1.660DDF8D-6816-4EBE-AF37-6F7A374F4E9E.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-D8-A1XJ	TCGA-D8-A1XJ-01Z	Primary Tumor
152afa99-38e4-4e90-b030-3294f0730608	TCGA-AC-A2QI-01Z-00-DX1.977549F4-D866-4465-85FB-5C916282A488.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AC-A2QI	TCGA-AC-A2QI-01Z	Primary Tumor
81100322-018d-4957-bec7-c1833e288434	TCGA-D8-A1Y0-01Z-00-DX1.10F40197-4174-43CC-AAD3-8CB85154FB2D.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-D8-A1Y0	TCGA-D8-A1Y0-01Z	Primary Tumor
21bfc4ae-417c-4603-983b-85a4ae2e92a7	TCGA-AN-A0FD-01Z-00-DX1.8970DBBA-7D43-4C2E-B14A-6D21F1EF3425.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AN-A0FD	TCGA-AN-A0FD-01Z	Primary Tumor
38ed98cc-095c-4257-b625-d51a71c0800d	TCGA-D8-A1JT-01Z-00-DX2.8DB9BB5B-17F3-4D80-835D-872BA275FD3B.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-D8-A1JT	TCGA-D8-A1JT-01Z	Primary Tumor
9eaa8d4b-04d8-41fa-ade0-4c682f36fccc	TCGA-D8-A1JT-01Z-00-DX1.F278C419-E405-4BDA-BA50-BFBA08801168.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-D8-A1JT	TCGA-D8-A1JT-01Z	Primary Tumor
7a5024cd-916d-4717-bb1b-6cd0c8e47ca3	TCGA-D8-A1XB-01Z-00-DX2.B262C269-F22B-4306-8195-079C0874EF8E.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-D8-A1XB	TCGA-D8-A1XB-01Z	Primary Tumor
a97dc689-a9c9-4a85-9d9f-800f284e820a	TCGA-BH-A18J-01Z-00-DX1.AE20ADB6-050C-405D-BF17-1EE4A1A4979A.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-BH-A18J	TCGA-BH-A18J-01Z	Primary Tumor
c59e3b8f-04c8-4998-b873-b74334a552d6	TCGA-A2-A0CS-01Z-00-DX1.3986B545-63E8-4727-BCC1-701DE947D1FB.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-A2-A0CS	TCGA-A2-A0CS-01Z	Primary Tumor
a33f2c07-5c24-4668-86ea-513861101ff6	TCGA-A7-A0CJ-01Z-00-DX2.4B591117-5FC9-4B43-8A45-444CCCABC666.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-A7-A0CJ	TCGA-A7-A0CJ-01Z	Primary Tumor
64cf590d-97ba-46a6-a9b0-b79a415de9d3	TCGA-EW-A2FS-01Z-00-DX1.A01C9183-2AC8-456A-B5A6-85C5BB0361D8.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-EW-A2FS	TCGA-EW-A2FS-01Z	Primary Tumor
185686ba-6578-4d7f-8bdf-1f98d9682709	TCGA-D8-A27N-01Z-00-DX2.EB803DEC-438B-43A9-B906-FD7C3B9A0138.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-D8-A27N	TCGA-D8-A27N-01Z	Primary Tumor
1a62d692-bc08-49f9-ad59-6fddf3bbcb6d	TCGA-A7-A4SF-01Z-00-DX1.CDCFD4BC-4363-4CF2-95F5-4922E04C3B9D.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-A7-A4SF	TCGA-A7-A4SF-01Z	Primary Tumor
3631967b-07b8-4275-92fb-6f66abe465ec	TCGA-AQ-A0Y5-01Z-00-DX1.f68f5b49-30fa-4fb6-bec6-5da9f6809d02.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AQ-A0Y5	TCGA-AQ-A0Y5-01Z	Primary Tumor
b1599f4f-4b9d-4d2c-8b70-9eb08b8b3110	TCGA-C8-A275-01Z-00-DX1.44D27E67-4DD6-4893-B38A-01E48F5A358A.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-C8-A275	TCGA-C8-A275-01Z	Primary Tumor
a6ff4c30-a482-4fbc-a2a0-afd934ab5511	TCGA-BH-A0E7-01Z-00-DX1.7FEE54C4-3795-403C-85B9-FF932BE56788.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-BH-A0E7	TCGA-BH-A0E7-01Z	Primary Tumor
9448760c-5002-4fb0-bb7b-9e2d7b3959f1	TCGA-EW-A1PG-01Z-00-DX1.A31B2048-D04D-467C-A9E4-6A63942A58C6.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-EW-A1PG	TCGA-EW-A1PG-01Z	Primary Tumor
69d5e645-5bb4-42b9-b79c-bca533c2baef	TCGA-AN-A0FY-01Z-00-DX1.25F5E2A1-F92C-4FE1-BD90-0CDDE50DC066.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AN-A0FY	TCGA-AN-A0FY-01Z	Primary Tumor
1d5164fc-1ee7-42b3-906f-20465385eb7b	TCGA-A7-A4SE-01Z-00-DX1.16BC8401-E40E-4A1A-9BD9-12735C9AE3F6.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-A7-A4SE	TCGA-A7-A4SE-01Z	Primary Tumor
a3949b00-f880-4a9d-9ad9-791c11518ddc	TCGA-AR-A1AV-01Z-00-DX1.93698893-7C5C-44C1-A488-ED358D523693.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AR-A1AV	TCGA-AR-A1AV-01Z	Primary Tumor
b3f4c01e-4068-45bc-8a7f-e03683f12d42	TCGA-E2-A10E-01Z-00-DX1.C45030A9-CC1A-4BA7-8F62-872619C5AD5E.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-E2-A10E	TCGA-E2-A10E-01Z	Primary Tumor
f7abab4e-54fa-491e-a67a-d401cdc23e1e	TCGA-BH-A0C7-01Z-00-DX1.C70D358E-C48F-4F69-86CE-3218E9C95837.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-BH-A0C7	TCGA-BH-A0C7-01Z	Primary Tumor
4730b23e-aea1-49a2-ba63-2231fd88b592	TCGA-E2-A14P-01Z-00-DX1.663B02FF-C64B-41A6-8685-FD61CD76F9C6.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-E2-A14P	TCGA-E2-A14P-01Z	Primary Tumor
d40c33af-4435-4119-9fa1-d1c7176be1b8	TCGA-AO-A03T-01Z-00-DX1.8B75E203-6DC8-4AC9-A256-6FCB818DA0DD.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AO-A03T	TCGA-AO-A03T-01Z	Primary Tumor
dca229d0-c1ba-4a34-a703-1f611f7fd15e	TCGA-BH-A208-01Z-00-DX1.C7A2885D-0535-4506-B06E-82BC62D6DFE9.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-BH-A208	TCGA-BH-A208-01Z	Primary Tumor
5a69a438-d7b2-40fa-afc1-0d02de55ee02	TCGA-AN-A046-01Z-00-DX1.C529B94F-AFE3-4701-BC98-5D6EDF7B82C0.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AN-A046	TCGA-AN-A046-01Z	Primary Tumor
18cddd3f-b493-46fe-bb77-f72f45a254f6	TCGA-BH-A0HA-01Z-00-DX1.5A2F5C86-E1E7-445D-A4E3-29980FA37708.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-BH-A0HA	TCGA-BH-A0HA-01Z	Primary Tumor
a6be75f4-56a9-414e-aef4-41688edc3055	TCGA-A7-A26H-01Z-00-DX1.3344CFD3-5A19-4B01-BEB2-AB89F83FD53A.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-A7-A26H	TCGA-A7-A26H-01Z	Primary Tumor
e1810f6d-a429-46c5-9b44-0f26d2eb22bb	TCGA-A8-A08H-01Z-00-DX1.6AA6A530-3BD3-4582-9D6B-8AE3B4A73948.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-A8-A08H	TCGA-A8-A08H-01Z	Primary Tumor
c4905820-3617-43de-b4f4-737d75d792d2	TCGA-AO-A0J6-01Z-00-DX1.D0C003CE-E112-4375-953D-78404C9D62DA.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AO-A0J6	TCGA-AO-A0J6-01Z	Primary Tumor
3b176f0f-3fb7-4204-bc71-e6e169ee9583	TCGA-AR-A1AM-01Z-00-DX1.B3F006D9-9386-41E5-B0B1-B0832EE104A0.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AR-A1AM	TCGA-AR-A1AM-01Z	Primary Tumor
40b5da84-5b98-4444-9745-2f1ebe5132e4	TCGA-WT-AB41-01Z-00-DX1.75BDFDF2-CD87-46D1-B32C-725741CB02BE.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-WT-AB41	TCGA-WT-AB41-01Z	Primary Tumor
611b7039-10a5-4ca9-9498-b5b93531b255	TCGA-A2-A25B-01Z-00-DX1.58D7BEDE-5558-4A9E-A95E-DDF24C9267EF.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-A2-A25B	TCGA-A2-A25B-01Z	Primary Tumor
35ed3b43-99d6-4a9e-9b1b-1ded7e2ee7c7	TCGA-E2-A15O-01Z-00-DX1.4D0F3975-93EA-4DC2-AD0C-A76A24C3AE0C.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-E2-A15O	TCGA-E2-A15O-01Z	Primary Tumor
d88d19c4-2040-42a2-ab64-42b8a8280e58	TCGA-D8-A1X5-01Z-00-DX2.E4D28EE2-9C87-4613-BD2E-89FBEF960DEE.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-D8-A1X5	TCGA-D8-A1X5-01Z	Primary Tumor
c2e4fe6d-db89-42df-9594-8ef7a6d11490	TCGA-E2-A1IN-01Z-00-DX1.F63F004F-847D-41B0-BAEF-3189D4965838.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-E2-A1IN	TCGA-E2-A1IN-01Z	Primary Tumor
3d5cad1f-cebd-4581-83a2-fb0448bd8607	TCGA-D8-A1XC-01Z-00-DX2.10BA8536-D6AF-460E-9796-EB77FFE3EF5B.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-D8-A1XC	TCGA-D8-A1XC-01Z	Primary Tumor
56abf563-a1e8-48b7-8fac-3ee35c5de98a	TCGA-B6-A1KF-01Z-00-DX1.2E08E830-4216-4CD0-9646-1F489300E11D.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-B6-A1KF	TCGA-B6-A1KF-01Z	Primary Tumor
fc652741-60ae-4207-9c08-4290e43a28ff	TCGA-A7-A56D-01Z-00-DX1.87D9CCF4-04EE-46D2-B7FC-A83561D7752C.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-A7-A56D	TCGA-A7-A56D-01Z	Primary Tumor
f8e9184a-8ef3-4d3b-b08b-f65218178a2b	TCGA-AO-A0JF-01Z-00-DX1.3277D13C-F257-4D4C-AB5C-BEBA2E1A63D8.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AO-A0JF	TCGA-AO-A0JF-01Z	Primary Tumor
ae9751f5-90a6-408c-a955-7e3b11075a0d	TCGA-A8-A091-01Z-00-DX1.1F38CADB-A093-416E-A8A8-31E61CD730BA.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-A8-A091	TCGA-A8-A091-01Z	Primary Tumor
d6bd7b9b-fbfe-4f03-924f-b21e7f7d16a6	TCGA-BH-A18M-01Z-00-DX1.56E6935A-62CB-4CBE-BDCA-60DA56422CE0.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-BH-A18M	TCGA-BH-A18M-01Z	Primary Tumor
a1b58cd0-559e-467d-a193-96602cd3306f	TCGA-E2-A1LB-01Z-00-DX1.B4AFDB08-BA09-4F6E-806E-4054B790AB8E.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-E2-A1LB	TCGA-E2-A1LB-01Z	Primary Tumor
67e1c57d-aa8a-4356-8cfc-2f4ac2526825	TCGA-BH-A0B6-01Z-00-DX1.4D982935-F600-4F37-ABB5-13AF74F4FDC4.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-BH-A0B6	TCGA-BH-A0B6-01Z	Primary Tumor
c3ceefbb-4838-4b46-8458-8377ea22cbab	TCGA-D8-A1JJ-01Z-00-DX1.a986b48f-b295-4d7a-b778-ce829cdf9c38.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-D8-A1JJ	TCGA-D8-A1JJ-01Z	Primary Tumor
32d06207-b713-441e-878c-9d0dfbddde8d	TCGA-D8-A1JJ-01Z-00-DX2.7D20F308-7DC6-4367-9459-3AC4C654E7F7.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-D8-A1JJ	TCGA-D8-A1JJ-01Z	Primary Tumor
3eb989c8-84f2-448d-aefb-cb61b4d27b1b	TCGA-PL-A8LX-01A-02-DX2.84DA8B75-1196-4704-B6B2-C5E7BF645E95.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-PL-A8LX	TCGA-PL-A8LX-01A	Primary Tumor
4a2f9d4a-6430-49d5-bafc-4f965fd4f5e9	TCGA-AC-A3EH-01Z-00-DX1.30160436-4DE9-4F99-87E2-214E3CA47289.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AC-A3EH	TCGA-AC-A3EH-01Z	Primary Tumor
5898b4df-56ee-4ae5-8dba-faf255ec5270	TCGA-OL-A66P-01Z-00-DX1.5ADD0D6D-37C6-4BC9-8C2B-64DB18BE99B3.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-OL-A66P	TCGA-OL-A66P-01Z	Primary Tumor
e8cde9dc-4185-4adb-a1f9-e1a7979bfcc0	TCGA-C8-A3M8-01Z-00-DX1.97AC85E0-6281-4F2E-8034-24AD5F52D5A6.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-C8-A3M8	TCGA-C8-A3M8-01Z	Primary Tumor
03a7acd9-178a-4165-9588-fa63e46f3387	TCGA-AO-A1KO-01Z-00-DX1.EEB5E0A0-92B2-42CD-9F7A-00E9250B561F.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AO-A1KO	TCGA-AO-A1KO-01Z	Primary Tumor
fe780eea-1475-4113-b59e-8b1d8742c995	TCGA-AN-A0FN-01Z-00-DX1.CAA3C2D0-7E74-48E5-ACB7-487434C7AAD2.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AN-A0FN	TCGA-AN-A0FN-01Z	Primary Tumor
9a37489c-cd3f-4fe3-8ba2-52b2c821459c	TCGA-BH-A0BM-01Z-00-DX1.8BD324F2-60F5-4F59-AF2D-533A5FB230BF.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-BH-A0BM	TCGA-BH-A0BM-01Z	Primary Tumor
a5e25681-8800-4d3d-a202-35d2216175c6	TCGA-BH-A18F-01Z-00-DX1.81A81589-2D77-4CD6-BD34-76E292AA031D.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-BH-A18F	TCGA-BH-A18F-01Z	Primary Tumor
3546de6f-c1e0-4ed3-8b82-8cacbc9ad195	TCGA-A2-A3XW-01Z-00-DX1.45F5F36F-5503-4A38-AF37-E526915A8DBE.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-A2-A3XW	TCGA-A2-A3XW-01Z	Primary Tumor
e4f5a1df-e4ee-4cd8-8f33-3cd0012290cc	TCGA-BH-A1FU-01Z-00-DX1.3D195750-8C9E-48C6-92EC-44AC6AB56267.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-BH-A1FU	TCGA-BH-A1FU-01Z	Primary Tumor
e9fe97d4-409f-46c7-aa2b-f20a7a2554a3	TCGA-E9-A228-01Z-00-DX1.adbeed20-3b14-44fe-a98a-3bf7cecea30a.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-E9-A228	TCGA-E9-A228-01Z	Primary Tumor
efed91ed-3aea-486a-bfed-b14fbc8f2d3e	TCGA-EW-A423-01Z-00-DX2.5EF1CF39-600A-4ED3-A5A2-AF4435A5F8B5.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-EW-A423	TCGA-EW-A423-01Z	Primary Tumor
bbc64b90-9cd1-4ca6-81e4-560275c073f3	TCGA-AN-A0FT-01Z-00-DX1.6F263AB3-FB1D-4056-AEC2-4F163017324F.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AN-A0FT	TCGA-AN-A0FT-01Z	Primary Tumor
006984cf-35fc-4bc3-a0db-7f5b68de4a6e	TCGA-A2-A3XT-01Z-00-DX1.336D6C78-576A-481B-8C83-F3A0FC4B182C.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-A2-A3XT	TCGA-A2-A3XT-01Z	Primary Tumor
bbd0ea25-16f0-4074-9d97-17bddd44622f	TCGA-A2-A0EO-01Z-00-DX1.D7A09E23-2CAB-4B3B-814C-BF0BA75B7589.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-A2-A0EO	TCGA-A2-A0EO-01Z	Primary Tumor
d6861a4d-02ac-4253-b5d1-9fc6d5fc71b4	TCGA-BH-A0EE-01Z-00-DX1.872EA586-25C8-4835-A138-152DFA1EBF30.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-BH-A0EE	TCGA-BH-A0EE-01Z	Primary Tumor
3c86da8b-a37a-43b6-b76f-d83333f5d653	TCGA-B6-A0RQ-01Z-00-DX1.68B4F49D-9F81-4501-BC66-0349012077C8.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-B6-A0RQ	TCGA-B6-A0RQ-01Z	Primary Tumor
ed71bea3-384c-4eb3-a2d7-37c21e9e4265	TCGA-AO-A1KQ-01Z-00-DX1.CAB7D9A5-7030-4A33-BE51-9B04D67A7676.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AO-A1KQ	TCGA-AO-A1KQ-01Z	Primary Tumor
2b5c424a-e8d9-4412-b612-e3adcf98dffd	TCGA-AC-A62V-01Z-00-DX1.2D8994FD-58B8-43C1-B99D-AA964E7DFD60.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AC-A62V	TCGA-AC-A62V-01Z	Primary Tumor
947b1df8-0341-477e-ab4a-3a748db46b7b	TCGA-OK-A5Q2-01Z-00-DX2.C828A160-87DF-4625-A8C5-2057F61D54F4.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-OK-A5Q2	TCGA-OK-A5Q2-01Z	Primary Tumor
ab551a99-b3c7-4df9-a8e1-e36069d2b0dd	TCGA-AO-A0J2-01Z-00-DX1.7C9FEC7B-6040-4C58-9563-D10C0D7AC72E.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AO-A0J2	TCGA-AO-A0J2-01Z	Primary Tumor
58bb7ad0-8daf-49ee-9c35-b8e4a797f4ca	TCGA-D8-A1X7-01Z-00-DX2.F0631B8C-EB75-4995-8ED7-1A8972BE8997.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-D8-A1X7	TCGA-D8-A1X7-01Z	Primary Tumor
4e48e223-064c-4d63-91c2-6a747ca0f9ea	TCGA-E2-A570-01Z-00-DX1.64E5F2CA-9396-40DC-A300-04A54657BDE6.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-E2-A570	TCGA-E2-A570-01Z	Primary Tumor
60dbe3b7-504b-437a-9283-28f3fad5abdc	TCGA-A7-A0CJ-01Z-00-DX1.E26F2F62-D688-4373-BB7B-790A06734E49.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-A7-A0CJ	TCGA-A7-A0CJ-01Z	Primary Tumor
62b74f9d-9679-48bb-83be-2244db5c53f2	TCGA-D8-A27N-01Z-00-DX1.85613A4F-1FFB-4091-B925-8E8A7C7A6D95.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-D8-A27N	TCGA-D8-A27N-01Z	Primary Tumor
4dfc089e-181e-4039-ada7-72c2b8ae802a	TCGA-E2-A1BC-01Z-00-DX1.FD19F2F8-497F-4D7D-97C6-271DC6B75173.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-E2-A1BC	TCGA-E2-A1BC-01Z	Primary Tumor
b58e69c3-e152-4a8f-a710-6760547578bc	TCGA-B6-A0WT-01Z-00-DX1.7ED21DA2-A3D8-4DCA-9742-963879A658D8.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-B6-A0WT	TCGA-B6-A0WT-01Z	Primary Tumor
1b88990d-0a22-4d5e-ad32-68105ab4b597	TCGA-AC-A5XS-01Z-00-DX1.E5F2481E-9314-4B20-84B7-370EF82AF4BB.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AC-A5XS	TCGA-AC-A5XS-01Z	Primary Tumor
de164576-7347-450f-aeb5-61fc71dff009	TCGA-AC-A2QJ-01Z-00-DX1.48C303BB-5A23-4037-BD28-77629A8CD9DA.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AC-A2QJ	TCGA-AC-A2QJ-01Z	Primary Tumor
77c41662-2141-474f-9799-97fb74401162	TCGA-BH-A0W5-01Z-00-DX1.84EA3913-667B-4694-A0F0-E629CAC615C8.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-BH-A0W5	TCGA-BH-A0W5-01Z	Primary Tumor
035f4d0d-78f8-4df0-94a2-112922f584a8	TCGA-AR-A0TY-01Z-00-DX1.089EB6B4-9921-441D-84F3-C64C97AFC3B4.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AR-A0TY	TCGA-AR-A0TY-01Z	Primary Tumor
07610b04-f505-419b-95ec-1789f1869a3a	TCGA-BH-A0HU-01Z-00-DX1.73B38904-E4F8-4F45-BD75-A27EC833B6DE.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-BH-A0HU	TCGA-BH-A0HU-01Z	Primary Tumor
ca1f5e9c-2943-4cfd-829b-ad7713f49fa0	TCGA-AR-A0TU-01Z-00-DX1.2CBBDDAB-C1DD-4205-A555-431542F9C069.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AR-A0TU	TCGA-AR-A0TU-01Z	Primary Tumor
c9d55e06-4fbc-4228-aeee-f8eb2e4b8e24	TCGA-A8-A09E-01Z-00-DX1.239A8E03-49EA-4C29-AF86-FC1BD8A9DB20.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-A8-A09E	TCGA-A8-A09E-01Z	Primary Tumor
a2b326ec-6f81-4197-9a97-7db4b5b638d1	TCGA-BH-A0HI-01Z-00-DX1.89DB9F79-0DCC-4C65-831E-96AE026C2C4E.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-BH-A0HI	TCGA-BH-A0HI-01Z	Primary Tumor
030c723e-3e9c-435b-b007-e98ffd16810c	TCGA-D8-A1JB-01Z-00-DX1.6CF48257-066C-4B8C-91AA-30A6B4AD4307.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-D8-A1JB	TCGA-D8-A1JB-01Z	Primary Tumor
8af6db2e-08a9-4450-a8a2-b896288cf826	TCGA-BH-A5J0-01Z-00-DX1.73CFBC85-8449-48FF-86F8-D4D49A90498B.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-BH-A5J0	TCGA-BH-A5J0-01Z	Primary Tumor
e210b5e1-14a7-4b6f-b45b-ab2b8d3332e0	TCGA-E2-A1B6-01Z-00-DX1.8CD458BE-C4F9-4AF3-A927-18C042E9B4B7.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-E2-A1B6	TCGA-E2-A1B6-01Z	Primary Tumor
a72f8128-d786-4025-96c4-b67f16adfcd9	TCGA-BH-A1F5-01Z-00-DX1.9A1AA3BB-80B1-473D-B075-8D65A94C4E0B.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-BH-A1F5	TCGA-BH-A1F5-01Z	Primary Tumor
fc3719f4-a048-45f2-9673-44b7b465a32b	TCGA-AR-A24R-01Z-00-DX1.47D79205-63E7-43E6-A513-2CD10DFA53C9.svs	Biospecimen	Slide Image	TCGA-BRCA	TCGA-AR-A24R	TCGA-AR-A24R-01Z	Primary Tumor
